# BUSCO version is: 5.8.2 
# The lineage dataset is: mollusca_odb12 (Creation date: 2025-04-11, number of genomes: 36, number of BUSCOs: 4421)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
1595at6447	Complete	JASEVX010000008.1	30763326	30768508	+	296.4	173
1616at6447	Duplicated	JASEVX010000002.1	64222605	64210032	-	405.0	273
1616at6447	Duplicated	JASEVX010000189.1	249511	239394	-	404.7	273
1617at6447	Complete	JASEVX010000004.1	80174920	80175819	+	473.8	270
1653at6447	Complete	JASEVX010000001.1	236918210	236925557	+	381.4	178
1673at6447	Complete	JASEVX010000001.1	55679523	55699124	+	490.4	283
1742at6447	Fragmented	JASEVX010000001.1	74135276	74132832	-	150.9	92
1768at6447	Complete	JASEVX010000002.1	10730684	10717032	-	901.0	478
1773at6447	Complete	JASEVX010000010.1	2599704	2612397	+	726.0	363
1783at6447	Missing
1817at6447	Complete	JASEVX010000004.1	45031219	45055227	+	697.7	325
1829at6447	Complete	JASEVX010000013.1	4327923	4338609	+	1041.6	545
1877at6447	Complete	JASEVX010000008.1	64903762	64914145	+	331.5	254
1885at6447	Duplicated	JASEVX010000006.1	21059227	21054699	-	620.9	366
1885at6447	Duplicated	JASEVX010000097.1	74228	69719	-	625.3	363
1889at6447	Complete	JASEVX010000005.1	79465851	79446336	-	486.7	309
1894at6447	Complete	JASEVX010000012.1	41427992	41434766	+	353.5	166
1895at6447	Duplicated	JASEVX010000008.1	64444174	64383395	-	553.9	319
1895at6447	Duplicated	JASEVX010000806.1	31548	7224	-	553.4	319
1895at6447	Duplicated	JASEVX010000306.1	106114	75724	-	547.5	319
1905at6447	Complete	JASEVX010000001.1	53894066	53891267	-	1302.1	585
1923at6447	Complete	JASEVX010000008.1	53236074	53219150	-	1360.5	731
1927at6447	Missing
1980at6447	Complete	JASEVX010000005.1	49193049	49207819	+	449.3	262
1997at6447	Complete	JASEVX010000008.1	24169261	24213773	+	867.7	509
1999at6447	Complete	JASEVX010000001.1	10458018	10439639	-	495.0	288
2028at6447	Complete	JASEVX010000001.1	121515992	121506941	-	253.2	146
2036at6447	Complete	JASEVX010000004.1	69312373	69277215	-	1051.4	477
2055at6447	Complete	JASEVX010000007.1	47691500	47697135	+	185.8	166
2073at6447	Complete	JASEVX010000006.1	77454967	77436078	-	1172.2	574
2077at6447	Complete	JASEVX010000001.1	153535090	153544570	+	737.5	336
2107at6447	Complete	JASEVX010000013.1	5665103	5658713	-	314.2	195
2113at6447	Complete	JASEVX010000003.1	14565242	14586302	+	426.0	285
2145at6447	Duplicated	JASEVX010000017.1	1961405	1967404	+	467.7	249
2145at6447	Duplicated	JASEVX010000017.1	2157012	2157758	+	405.5	214
2150at6447	Complete	JASEVX010000010.1	38523061	38506742	-	745.8	348
2167at6447	Complete	JASEVX010000007.1	45722662	45691511	-	568.1	294
2191at6447	Complete	JASEVX010000001.1	253731337	253746536	+	579.4	253
2229at6447	Complete	JASEVX010000003.1	50406272	50375455	-	1156.1	641
2237at6447	Complete	JASEVX010000001.1	156327918	156338638	+	293.6	174
2245at6447	Complete	JASEVX010000003.1	60274874	60295795	+	666.2	355
2331at6447	Duplicated	JASEVX010000007.1	293210	269416	-	425.7	213
2331at6447	Duplicated	JASEVX010000021.1	3275986	3296251	+	425.6	213
2340at6447	Complete	JASEVX010000001.1	6254190	6252898	-	672.9	398
2352at6447	Complete	JASEVX010000001.1	249350477	249334529	-	310.7	186
2372at6447	Complete	JASEVX010000002.1	143255708	143242660	-	614.9	316
2390at6447	Complete	JASEVX010000007.1	18554265	18585731	+	1024.2	613
2425at6447	Complete	JASEVX010000007.1	28905406	28845731	-	1160.7	639
2429at6447	Complete	JASEVX010000001.1	149504060	149486476	-	533.7	299
2490at6447	Complete	JASEVX010000012.1	28321052	28337677	+	664.9	313
2496at6447	Complete	JASEVX010000003.1	35839605	35857900	+	514.2	297
2507at6447	Complete	JASEVX010000010.1	18443808	18453540	+	864.2	458
2532at6447	Complete	JASEVX010000001.1	145730821	145721971	-	713.6	407
2534at6447	Complete	JASEVX010000010.1	56118918	56094188	-	496.2	268
2550at6447	Complete	JASEVX010000005.1	44099037	44118947	+	400.0	216
2553at6447	Complete	JASEVX010000004.1	5002708	4948493	-	316.3	208
2575at6447	Complete	JASEVX010000008.1	7672501	7693959	+	463.7	229
2589at6447	Complete	JASEVX010000007.1	31436678	31450509	+	681.8	343
2605at6447	Complete	JASEVX010000008.1	68559490	68545580	-	569.8	338
2626at6447	Complete	JASEVX010000015.1	26465666	26406089	-	379.3	179
2629at6447	Complete	JASEVX010000013.1	24665248	24640820	-	710.0	396
2635at6447	Complete	JASEVX010000015.1	24981958	24983703	+	201.9	160
2692at6447	Complete	JASEVX010000003.1	141155694	141145413	-	769.6	432
2762at6447	Complete	JASEVX010000004.1	61604307	61382322	-	615.4	358
2776at6447	Complete	JASEVX010000001.1	71784724	71758819	-	771.0	390
2827at6447	Complete	JASEVX010000001.1	209400305	209406570	+	753.1	338
2841at6447	Complete	JASEVX010000006.1	37327770	37351783	+	928.7	443
2843at6447	Complete	JASEVX010000015.1	13304342	13348357	+	1557.0	892
2868at6447	Complete	JASEVX010000004.1	41731016	41758502	+	777.0	480
2885at6447	Complete	JASEVX010000003.1	59869710	59814337	-	987.3	568
2903at6447	Complete	JASEVX010000004.1	94971156	94966529	-	484.1	210
2945at6447	Complete	JASEVX010000007.1	11365546	11364584	-	284.8	234
2973at6447	Complete	JASEVX010000003.1	31725169	31711637	-	331.2	244
2997at6447	Complete	JASEVX010000004.1	80073530	80067100	-	540.2	310
3000at6447	Complete	JASEVX010000020.1	2277113	2351783	+	748.4	351
3007at6447	Fragmented	JASEVX010000002.1	6725090	6727999	+	389.3	164
3013at6447	Complete	JASEVX010000007.1	43259825	43262731	+	555.7	309
3020at6447	Complete	JASEVX010000022.1	274272	254039	-	871.8	404
3043at6447	Complete	JASEVX010000005.1	83157646	83184822	+	558.4	324
3067at6447	Complete	JASEVX010000001.1	158590547	158586159	-	267.2	156
3125at6447	Complete	JASEVX010000001.1	250762076	250787623	+	1384.8	677
3150at6447	Complete	JASEVX010000001.1	152313820	152306494	-	544.9	386
3170at6447	Complete	JASEVX010000007.1	27824084	27817695	-	453.0	205
3189at6447	Complete	JASEVX010000005.1	84489727	84506359	+	739.8	421
3234at6447	Complete	JASEVX010000009.1	70112780	70122589	+	368.9	222
3279at6447	Complete	JASEVX010000010.1	51610731	51653359	+	736.5	354
3294at6447	Complete	JASEVX010000010.1	13999007	13995905	-	448.7	190
3316at6447	Complete	JASEVX010000004.1	30443830	30459665	+	507.8	306
3318at6447	Complete	JASEVX010000002.1	123781915	123797737	+	672.8	410
3333at6447	Complete	JASEVX010000003.1	144112310	144089787	-	927.9	436
3385at6447	Complete	JASEVX010000005.1	92419830	92433052	+	699.9	369
3448at6447	Complete	JASEVX010000001.1	36977922	36997451	+	652.5	407
3506at6447	Complete	JASEVX010000014.1	25457536	25475804	+	880.5	482
3508at6447	Complete	JASEVX010000001.1	198086335	198096763	+	272.5	166
3521at6447	Complete	JASEVX010000004.1	113400994	113364722	-	667.9	372
3546at6447	Complete	JASEVX010000003.1	10731174	10719234	-	381.4	235
3552at6447	Complete	JASEVX010000003.1	71888232	71881298	-	440.8	233
3564at6447	Complete	JASEVX010000003.1	125556372	125570871	+	513.6	279
3604at6447	Complete	JASEVX010000002.1	68177589	68198526	+	1134.4	517
3617at6447	Duplicated	JASEVX010000002.1	137047852	137057340	+	465.7	286
3617at6447	Duplicated	JASEVX010000002.1	139822818	139814845	-	401.2	263
3627at6447	Complete	JASEVX010000004.1	72459778	72403170	-	851.5	452
3654at6447	Complete	JASEVX010000013.1	50031595	50011601	-	672.0	455
3663at6447	Complete	JASEVX010000001.1	215278600	215241281	-	1069.8	639
3669at6447	Complete	JASEVX010000008.1	40309901	40318011	+	397.8	193
3707at6447	Fragmented	JASEVX010000005.1	39585364	39555981	-	805.6	431
3730at6447	Complete	JASEVX010000001.1	225099172	225104271	+	506.2	354
3731at6447	Complete	JASEVX010000023.1	2296606	2295779	-	535.4	271
3786at6447	Complete	JASEVX010000004.1	115202182	115249213	+	1129.6	577
3791at6447	Complete	JASEVX010000015.1	17040966	17041847	+	453.6	292
3792at6447	Complete	JASEVX010000007.1	6643184	6653430	+	350.7	197
3816at6447	Complete	JASEVX010000006.1	53414098	53421744	+	359.6	185
3857at6447	Fragmented	JASEVX010000013.1	19479128	19471404	-	164.0	108
3892at6447	Complete	JASEVX010000004.1	106593323	106626185	+	617.4	338
3916at6447	Complete	JASEVX010000001.1	223422097	223444656	+	359.8	236
3958at6447	Complete	JASEVX010000009.1	11423441	11430220	+	941.8	439
4016at6447	Duplicated	JASEVX010000004.1	28683994	28692641	+	672.9	378
4016at6447	Duplicated	JASEVX010000490.1	56129	64774	+	672.9	378
4030at6447	Complete	JASEVX010000013.1	9902242	9917661	+	422.6	208
4031at6447	Complete	JASEVX010000004.1	22954522	22948001	-	423.5	212
4035at6447	Complete	JASEVX010000013.1	50034095	50044131	+	1266.2	639
4097at6447	Complete	JASEVX010000001.1	129466151	129458137	-	344.7	184
4132at6447	Complete	JASEVX010000008.1	55240574	55206547	-	1024.3	481
4153at6447	Complete	JASEVX010000003.1	111563494	111556981	-	638.0	330
4262at6447	Complete	JASEVX010000002.1	87422266	87414816	-	200.1	158
4323at6447	Complete	JASEVX010000017.1	3917914	3909320	-	450.0	234
4353at6447	Complete	JASEVX010000004.1	88627923	88614372	-	204.8	111
4408at6447	Complete	JASEVX010000001.1	230079329	230082145	+	434.3	219
4413at6447	Fragmented	JASEVX010000001.1	18718684	18698201	-	1200.9	660
4563at6447	Complete	JASEVX010000001.1	23601306	23605275	+	318.1	141
4567at6447	Complete	JASEVX010000004.1	77609031	77588368	-	353.8	184
4628at6447	Complete	JASEVX010000003.1	112648285	112636349	-	718.8	424
4641at6447	Complete	JASEVX010000001.1	43557380	43586762	+	769.0	502
4645at6447	Complete	JASEVX010000011.1	17886902	17906708	+	826.5	430
4677at6447	Complete	JASEVX010000007.1	2854131	2861806	+	325.0	158
4714at6447	Complete	JASEVX010000001.1	95148670	95157681	+	303.8	161
4722at6447	Missing
4739at6447	Complete	JASEVX010000010.1	26603555	26594826	-	492.5	243
4771at6447	Complete	JASEVX010000007.1	3830233	3823737	-	330.7	198
4803at6447	Complete	JASEVX010000004.1	10141418	10153911	+	382.1	279
4816at6447	Complete	JASEVX010000004.1	55922639	55905101	-	558.5	306
4831at6447	Complete	JASEVX010000009.1	25202771	25214181	+	601.0	333
4857at6447	Missing
4860at6447	Complete	JASEVX010000008.1	12106085	12063942	-	1336.0	722
4944at6447	Complete	JASEVX010000004.1	51714264	51752964	+	726.6	460
5022at6447	Complete	JASEVX010000002.1	124286947	124298760	+	431.9	356
5023at6447	Complete	JASEVX010000001.1	62033783	62027416	-	541.0	341
5028at6447	Complete	JASEVX010000011.1	51217339	51241444	+	991.7	534
5080at6447	Complete	JASEVX010000001.1	24025164	24004911	-	374.3	178
5081at6447	Complete	JASEVX010000004.1	10246587	10268493	+	338.3	169
5122at6447	Complete	JASEVX010000007.1	58753911	58750236	-	264.2	201
5129at6447	Missing
5132at6447	Complete	JASEVX010000015.1	10858361	10833471	-	983.4	448
5181at6447	Complete	JASEVX010000001.1	50918890	50896066	-	603.4	469
5189at6447	Complete	JASEVX010000001.1	236496493	236439877	-	2299.1	1131
5314at6447	Complete	JASEVX010000006.1	64282248	64274806	-	278.0	168
5347at6447	Complete	JASEVX010000003.1	53678384	53681590	+	679.6	349
5376at6447	Complete	JASEVX010000011.1	7120079	7146139	+	755.1	435
5398at6447	Complete	JASEVX010000002.1	70134878	70119732	-	467.3	270
5418at6447	Duplicated	JASEVX010000015.1	2545915	2631273	+	651.1	299
5418at6447	Duplicated	JASEVX010000015.1	3050143	2985871	-	619.3	299
5435at6447	Complete	JASEVX010000013.1	45242309	45262610	+	904.1	440
5484at6447	Missing
5485at6447	Complete	JASEVX010000005.1	14809477	14805143	-	355.7	166
5486at6447	Complete	JASEVX010000005.1	17136415	17142187	+	299.3	169
5505at6447	Complete	JASEVX010000002.1	100143146	100106347	-	714.5	374
5519at6447	Complete	JASEVX010000004.1	26467371	26495795	+	891.9	471
5532at6447	Complete	JASEVX010000006.1	35364722	35353683	-	341.0	176
5598at6447	Complete	JASEVX010000016.1	3283531	3310089	+	1061.9	501
5628at6447	Complete	JASEVX010000010.1	4404274	4429700	+	524.8	284
5630at6447	Complete	JASEVX010000002.1	8338881	8350912	+	369.9	264
5634at6447	Complete	JASEVX010000003.1	38905249	38881749	-	1129.5	627
5649at6447	Complete	JASEVX010000003.1	105671952	105690722	+	1257.6	613
5676at6447	Complete	JASEVX010000008.1	42371948	42361261	-	547.3	297
5686at6447	Complete	JASEVX010000009.1	41892782	41864599	-	1060.9	766
5700at6447	Complete	JASEVX010000001.1	40835616	40869578	+	759.4	518
5715at6447	Complete	JASEVX010000004.1	32389171	32344352	-	371.7	210
5728at6447	Complete	JASEVX010000004.1	97574642	97568801	-	456.6	261
5732at6447	Complete	JASEVX010000001.1	247365210	247401088	+	1280.5	662
5754at6447	Complete	JASEVX010000037.1	614480	602332	-	549.9	290
5763at6447	Missing
5792at6447	Complete	JASEVX010000010.1	55534528	55540759	+	265.8	153
5877at6447	Complete	JASEVX010000006.1	80735318	80684052	-	2504.7	1300
5887at6447	Missing
5892at6447	Complete	JASEVX010000007.1	62735079	62748607	+	665.1	358
5901at6447	Complete	JASEVX010000014.1	17184211	17170965	-	392.7	170
5917at6447	Complete	JASEVX010000010.1	53883891	53878650	-	120.4	140
5935at6447	Complete	JASEVX010000009.1	3215939	3209893	-	197.0	130
5941at6447	Complete	JASEVX010000011.1	6348044	6337735	-	328.9	182
5988at6447	Complete	JASEVX010000008.1	18628679	18660506	+	491.6	278
6019at6447	Complete	JASEVX010000011.1	48452826	48463588	+	697.8	358
6053at6447	Complete	JASEVX010000002.1	27871016	27670115	-	1169.9	562
6135at6447	Complete	JASEVX010000009.1	67138523	67075390	-	663.3	687
6149at6447	Complete	JASEVX010000007.1	77197227	77215152	+	712.5	315
6158at6447	Complete	JASEVX010000006.1	89840640	89868459	+	247.2	155
6168at6447	Complete	JASEVX010000003.1	97136935	97129902	-	450.6	225
6170at6447	Complete	JASEVX010000006.1	20979211	20953505	-	394.7	217
6248at6447	Missing
6290at6447	Complete	JASEVX010000007.1	76875496	76892935	+	482.7	277
6404at6447	Complete	JASEVX010000003.1	96604603	96593020	-	482.1	224
6418at6447	Complete	JASEVX010000009.1	39348459	39322083	-	826.8	416
6447at6447	Complete	JASEVX010000001.1	52102835	52292269	+	298.4	146
6474at6447	Missing
6475at6447	Complete	JASEVX010000010.1	25862837	25883615	+	327.7	229
6482at6447	Complete	JASEVX010000001.1	141498908	141518182	+	430.2	205
6485at6447	Complete	JASEVX010000001.1	159146590	159160326	+	254.7	115
6532at6447	Complete	JASEVX010000015.1	9832825	9819898	-	396.9	187
6585at6447	Complete	JASEVX010000001.1	257069203	257041735	-	685.3	451
6611at6447	Complete	JASEVX010000017.1	6577731	6475126	-	1247.1	721
6665at6447	Complete	JASEVX010000007.1	75628119	75656725	+	911.6	498
6689at6447	Missing
6716at6447	Complete	JASEVX010000002.1	27614008	27577469	-	340.3	232
6764at6447	Complete	JASEVX010000001.1	118537081	118492100	-	687.1	370
6779at6447	Complete	JASEVX010000004.1	134445326	134446606	+	871.1	424
6799at6447	Complete	JASEVX010000010.1	36340911	36342398	+	638.5	433
6805at6447	Complete	JASEVX010000002.1	97626160	97654596	+	879.5	486
6848at6447	Complete	JASEVX010000014.1	42049599	42041390	-	433.2	214
6851at6447	Complete	JASEVX010000033.1	1171058	1142395	-	683.4	434
6887at6447	Complete	JASEVX010000012.1	47255279	47241147	-	316.1	184
6891at6447	Complete	JASEVX010000003.1	81941353	81894499	-	2029.6	1229
6916at6447	Complete	JASEVX010000004.1	72129893	72126669	-	178.0	106
6965at6447	Complete	JASEVX010000004.1	2480812	2473891	-	433.7	222
6966at6447	Complete	JASEVX010000010.1	51678578	51670690	-	199.6	109
6976at6447	Duplicated	JASEVX010000007.1	4374769	4371538	-	286.7	143
6976at6447	Duplicated	JASEVX010000007.1	4484222	4487427	+	286.7	143
7000at6447	Complete	JASEVX010000002.1	20705617	20730575	+	665.5	378
7008at6447	Complete	JASEVX010000001.1	181616146	181640192	+	932.3	422
7044at6447	Complete	JASEVX010000003.1	76685769	76667561	-	706.0	367
7101at6447	Complete	JASEVX010000003.1	7200223	7192109	-	413.4	222
7106at6447	Complete	JASEVX010000010.1	54714290	54741507	+	927.7	546
7114at6447	Complete	JASEVX010000003.1	26820634	26780459	-	469.4	290
7184at6447	Duplicated	JASEVX010000541.1	40587	66852	+	1050.9	698
7184at6447	Duplicated	JASEVX010000008.1	45420922	45397380	-	1161.3	675
7223at6447	Complete	JASEVX010000005.1	67431924	67457709	+	362.8	192
7233at6447	Fragmented	JASEVX010000005.1	68496960	68532441	+	170.6	101
7279at6447	Complete	JASEVX010000002.1	126283154	126274560	-	527.9	319
7280at6447	Complete	JASEVX010000004.1	2093072	2105686	+	500.0	254
7285at6447	Complete	JASEVX010000001.1	189028855	189014892	-	517.7	378
7300at6447	Complete	JASEVX010000011.1	63132775	63165420	+	720.5	315
7314at6447	Missing
7440at6447	Complete	JASEVX010000005.1	69526848	69574122	+	608.7	323
7504at6447	Complete	JASEVX010000008.1	36013527	36006826	-	221.6	118
7526at6447	Complete	JASEVX010000005.1	60368479	60384627	+	958.6	466
7554at6447	Complete	JASEVX010000005.1	66878353	66864914	-	528.9	259
7590at6447	Complete	JASEVX010000010.1	68835381	68787228	-	948.7	533
7602at6447	Complete	JASEVX010000001.1	59818632	59847136	+	535.5	341
7631at6447	Complete	JASEVX010000007.1	78205360	78195933	-	1021.7	473
7670at6447	Complete	JASEVX010000004.1	72877309	72873789	-	225.0	163
7675at6447	Complete	JASEVX010000012.1	17775479	17778344	+	205.8	114
7687at6447	Complete	JASEVX010000009.1	71863047	71869378	+	435.0	226
7697at6447	Missing
7711at6447	Fragmented	JASEVX010000007.1	33966180	33941554	-	741.5	416
7725at6447	Complete	JASEVX010000009.1	27527538	27495307	-	760.3	482
7780at6447	Complete	JASEVX010000001.1	144412881	144436278	+	657.9	353
7810at6447	Complete	JASEVX010000017.1	5465876	5490580	+	1114.6	622
7848at6447	Complete	JASEVX010000004.1	100179788	100510297	+	1198.5	642
7893at6447	Complete	JASEVX010000006.1	61983275	61975422	-	542.0	275
7910at6447	Fragmented	JASEVX010000002.1	2284323	2270697	-	368.7	237
7911at6447	Complete	JASEVX010000007.1	78306721	78311256	+	1026.4	562
7932at6447	Complete	JASEVX010000002.1	8164423	8168842	+	250.2	155
7991at6447	Complete	JASEVX010000006.1	3313218	3321573	+	526.9	260
8014at6447	Complete	JASEVX010000001.1	86844245	86827973	-	1179.3	717
8015at6447	Complete	JASEVX010000001.1	37609681	37616342	+	720.7	352
8074at6447	Complete	JASEVX010000004.1	99026233	99038588	+	621.8	432
8106at6447	Complete	JASEVX010000006.1	53112899	53123035	+	508.6	295
8129at6447	Complete	JASEVX010000004.1	115338263	115298266	-	701.9	394
8144at6447	Complete	JASEVX010000004.1	135397906	135392084	-	402.6	217
8210at6447	Complete	JASEVX010000009.1	64300549	64307613	+	252.8	161
8239at6447	Complete	JASEVX010000010.1	2358560	2350686	-	356.7	191
8251at6447	Complete	JASEVX010000002.1	107422604	107434129	+	428.0	267
8262at6447	Complete	JASEVX010000001.1	170343955	170373272	+	697.0	381
8282at6447	Complete	JASEVX010000002.1	115846599	115884328	+	1358.8	1008
8352at6447	Complete	JASEVX010000001.1	209492363	209505778	+	421.4	196
8435at6447	Missing
8438at6447	Complete	JASEVX010000001.1	201607895	201605978	-	274.8	132
8478at6447	Complete	JASEVX010001560.1	1134	5784	+	516.3	318
8508at6447	Complete	JASEVX010000003.1	138353512	138330030	-	528.0	263
8553at6447	Complete	JASEVX010000011.1	44680606	44670617	-	419.2	208
8574at6447	Complete	JASEVX010000010.1	71798664	71809172	+	323.6	218
8579at6447	Complete	JASEVX010000085.1	214347	206636	-	209.5	145
8615at6447	Duplicated	JASEVX010000015.1	8755941	8752012	-	430.6	202
8615at6447	Duplicated	JASEVX010000340.1	101173	96881	-	430.6	202
8616at6447	Complete	JASEVX010000001.1	199085409	199078911	-	297.0	178
8621at6447	Complete	JASEVX010000001.1	131772829	131790946	+	723.0	450
8623at6447	Complete	JASEVX010000001.1	221983667	221998178	+	662.6	331
8669at6447	Complete	JASEVX010000011.1	4198506	4208213	+	274.3	146
8793at6447	Complete	JASEVX010000001.1	25942609	25964884	+	462.9	223
8813at6447	Complete	JASEVX010000006.1	67889208	67887940	-	658.2	416
8817at6447	Complete	JASEVX010000073.1	260846	245008	-	688.0	354
8819at6447	Complete	JASEVX010000004.1	88874635	88869133	-	325.6	207
8830at6447	Complete	JASEVX010000001.1	145337496	145352239	+	782.1	408
8858at6447	Complete	JASEVX010000003.1	22343738	22391194	+	615.8	401
8873at6447	Complete	JASEVX010000002.1	118480773	118468225	-	394.1	296
8875at6447	Complete	JASEVX010000015.1	9461075	9471208	+	601.1	279
8893at6447	Duplicated	JASEVX010000003.1	39451294	39554329	+	460.2	267
8893at6447	Duplicated	JASEVX010000003.1	116890270	116901749	+	533.6	266
8893at6447	Duplicated	JASEVX010000003.1	117165427	117154620	-	511.8	266
8976at6447	Complete	JASEVX010000008.1	54616423	54607400	-	493.2	329
8993at6447	Missing
9149at6447	Complete	JASEVX010000006.1	90552405	90541298	-	530.3	375
9262at6447	Complete	JASEVX010000014.1	30940922	30962526	+	789.7	391
9277at6447	Complete	JASEVX010000006.1	21289221	21290513	+	686.8	406
9320at6447	Complete	JASEVX010000006.1	81924627	81891055	-	553.2	333
9328at6447	Complete	JASEVX010000001.1	50549838	50540681	-	565.0	401
9336at6447	Complete	JASEVX010000017.1	6381207	6354823	-	1737.9	952
9381at6447	Complete	JASEVX010000004.1	25860444	25836972	-	450.8	295
9402at6447	Complete	JASEVX010000004.1	93346934	93327320	-	1365.3	800
9425at6447	Complete	JASEVX010000010.1	66916444	66982633	+	1334.6	752
9529at6447	Complete	JASEVX010000001.1	15838528	15866981	+	949.1	496
9535at6447	Complete	JASEVX010000002.1	10861566	10834935	-	1571.4	784
9595at6447	Complete	JASEVX010000009.1	11568101	11546794	-	1030.3	591
9596at6447	Complete	JASEVX010000005.1	13029452	13189351	+	372.7	253
9629at6447	Complete	JASEVX010000002.1	55229493	55248530	+	636.5	355
9647at6447	Complete	JASEVX010000001.1	214399483	214430233	+	1177.1	673
9654at6447	Complete	JASEVX010000001.1	210334722	210352554	+	704.9	491
9667at6447	Complete	JASEVX010000001.1	34185086	34171940	-	395.7	195
9676at6447	Complete	JASEVX010000001.1	12476036	12467504	-	1066.7	570
9677at6447	Complete	JASEVX010000007.1	23608846	23687040	+	687.1	381
9687at6447	Duplicated	JASEVX010000010.1	57074318	57102136	+	645.5	341
