# BUSCO version is: 5.8.2 
# The lineage dataset is: mollusca_odb12 (Creation date: 2025-04-11, number of genomes: 36, number of BUSCOs: 4421)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
1047at6447	Complete	JAWPHD010015474.1	1685	18348	+	484.7	292
1055at6447	Duplicated	JAWPHD010000709.1	47884	84530	+	1041.9	491
1055at6447	Duplicated	JAWPHD010011560.1	38007	67118	+	1041.9	491
1084at6447	Complete	JAWPHD010015688.1	22438	24210	+	358.8	174
1094at6447	Complete	JAWPHD010010129.1	90780	80570	-	441.3	255
1099at6447	Complete	JAWPHD010002858.1	181455	216417	+	644.2	446
1100at6447	Complete	JAWPHD010000050.1	108	13189	+	482.9	217
1121at6447	Duplicated	JAWPHD010020542.1	2230	7493	+	227.7	105
1121at6447	Duplicated	JAWPHD010002889.1	169133	161600	-	229.5	104
1130at6447	Fragmented	JAWPHD010016127.1	34	3965	+	178.5	121
1187at6447	Complete	JAWPHD010009152.1	95720	76989	-	519.8	339
1207at6447	Duplicated	JAWPHD010002959.1	152006	145951	-	193.3	94
1207at6447	Duplicated	JAWPHD010015476.1	52334	48169	-	193.3	94
1261at6447	Complete	JAWPHD010002913.1	58789	66146	+	307.9	149
1283at6447	Complete	JAWPHD010001549.1	263511	262744	-	306.2	204
1303at6447	Duplicated	JAWPHD010001081.1	165561	151417	-	816.1	409
1303at6447	Duplicated	JAWPHD010001924.1	17635	31639	+	815.7	409
1321at6447	Fragmented	JAWPHD010021199.1	1833	9174	+	211.2	103
1336at6447	Duplicated	JAWPHD010002140.1	170874	141180	-	593.1	358
1336at6447	Duplicated	JAWPHD010014153.1	61451	52592	-	609.2	335
1341at6447	Complete	JAWPHD010000833.1	301406	294590	-	367.9	245
1343at6447	Fragmented	JAWPHD010000706.1	12144	25174	+	547.7	252
1371at6447	Complete	JAWPHD010008846.1	100123	85742	-	191.5	130
1383at6447	Complete	JAWPHD010012991.1	13202	54990	+	442.9	236
1394at6447	Duplicated	JAWPHD010001407.1	268613	294102	+	597.1	323
1394at6447	Duplicated	JAWPHD010005050.1	59839	95857	+	597.1	323
1434at6447	Complete	JAWPHD010006504.1	113592	71463	-	1013.1	653
1456at6447	Complete	JAWPHD010006340.1	95237	141093	+	227.6	155
1478at6447	Complete	JAWPHD010009548.1	85203	63813	-	771.6	402
1498at6447	Complete	JAWPHD010014901.1	33527	45847	+	659.8	390
1512at6447	Missing
1593at6447	Complete	JAWPHD010004156.1	41562	36735	-	288.5	148
1595at6447	Duplicated	JAWPHD010000968.1	121358	115358	-	277.5	161
1595at6447	Duplicated	JAWPHD010003462.1	35144	40176	+	277.5	161
1616at6447	Complete	JAWPHD010002015.1	182425	173142	-	414.7	273
1617at6447	Missing
1653at6447	Complete	JAWPHD010000100.1	589664	563175	-	377.9	178
1673at6447	Missing
1742at6447	Fragmented	JAWPHD010020406.1	26291	20659	-	162.0	100
1768at6447	Duplicated	JAWPHD010004727.1	40547	58053	+	919.5	478
1768at6447	Duplicated	JAWPHD010002419.1	185428	201300	+	903.9	478
1773at6447	Complete	JAWPHD010001584.1	194682	188847	-	749.3	360
1783at6447	Complete	JAWPHD010000474.1	414412	420127	+	604.1	275
1817at6447	Complete	JAWPHD010011943.1	27520	33097	+	691.4	325
1829at6447	Missing
1877at6447	Missing
1885at6447	Complete	JAWPHD010001737.1	211722	197148	-	512.4	316
1889at6447	Missing
1894at6447	Complete	JAWPHD010008597.1	813	7533	+	342.2	151
1895at6447	Complete	JAWPHD010001342.1	61857	42716	-	573.1	295
1905at6447	Complete	JAWPHD010000143.1	54799	51745	-	1314.6	585
1923at6447	Complete	JAWPHD010007531.1	32552	20484	-	1368.8	731
1927at6447	Missing
1980at6447	Duplicated	JAWPHD010003711.1	36089	53062	+	442.5	261
1980at6447	Duplicated	JAWPHD010007083.1	82270	101434	+	440.4	261
1997at6447	Complete	JAWPHD010005350.1	86110	111145	+	846.5	508
1999at6447	Complete	JAWPHD010017858.1	41805	27343	-	434.0	259
2028at6447	Complete	JAWPHD010003165.1	68586	73119	+	264.0	145
2036at6447	Fragmented	JAWPHD010011877.1	6453	24598	+	632.8	259
2055at6447	Complete	JAWPHD010009742.1	35666	63362	+	223.3	183
2073at6447	Complete	JAWPHD010004915.1	74460	52718	-	1090.6	574
2077at6447	Complete	JAWPHD010004240.1	95031	79200	-	760.8	352
2107at6447	Complete	JAWPHD010015643.1	8742	14402	+	283.7	188
2113at6447	Duplicated	JAWPHD010002634.1	3085	18949	+	384.3	250
2113at6447	Duplicated	JAWPHD010008713.1	13225	62407	+	387.0	242
2145at6447	Complete	JAWPHD010000841.1	359172	354832	-	461.8	249
2150at6447	Complete	JAWPHD010004215.1	122582	110056	-	747.4	347
2167at6447	Fragmented	JAWPHD010003273.1	129177	147026	+	488.5	234
2191at6447	Complete	JAWPHD010000490.1	439620	428697	-	584.1	252
2229at6447	Complete	JAWPHD010011194.1	8144	27436	+	1217.1	671
2237at6447	Duplicated	JAWPHD010002155.1	28910	39922	+	300.5	174
2237at6447	Duplicated	JAWPHD010013465.1	43676	30953	-	300.5	174
2245at6447	Complete	JAWPHD010012029.1	1826	14249	+	567.9	313
2331at6447	Complete	JAWPHD010000171.1	473668	434831	-	426.9	213
2340at6447	Duplicated	JAWPHD010001644.1	228900	227611	-	675.0	400
2340at6447	Duplicated	JAWPHD010024331.1	2532	3821	+	673.4	400
2352at6447	Duplicated	JAWPHD010007404.1	80433	67436	-	306.7	186
2352at6447	Duplicated	JAWPHD010004055.1	17406	4302	-	283.4	164
2372at6447	Complete	JAWPHD010012632.1	37876	23299	-	594.5	316
2390at6447	Complete	JAWPHD010001075.1	124012	147045	+	900.1	566
2425at6447	Missing
2429at6447	Complete	JAWPHD010003031.1	24674	15493	-	518.3	300
2490at6447	Complete	JAWPHD010000248.1	492301	515358	+	668.6	313
2496at6447	Fragmented	JAWPHD010024413.1	18274	7668	-	377.0	221
2507at6447	Complete	JAWPHD010007770.1	29395	17907	-	877.0	459
2532at6447	Complete	JAWPHD010015823.1	6388	14645	+	720.3	407
2534at6447	Complete	JAWPHD010014542.1	40669	58746	+	461.6	271
2550at6447	Complete	JAWPHD010004941.1	139259	125176	-	413.5	216
2553at6447	Complete	JAWPHD010008425.1	71589	98777	+	325.3	209
2575at6447	Complete	JAWPHD010003606.1	177577	190354	+	451.7	229
2589at6447	Complete	JAWPHD010008852.1	44273	67556	+	726.0	343
2605at6447	Duplicated	JAWPHD010004834.1	107866	125969	+	579.6	337
2605at6447	Duplicated	JAWPHD010017339.1	1437	20272	+	579.2	337
2626at6447	Complete	JAWPHD010017312.1	21301	35394	+	359.0	168
2629at6447	Duplicated	JAWPHD010016888.1	5871	46360	+	754.5	393
2629at6447	Duplicated	JAWPHD010003404.1	196756	144732	-	740.3	393
2635at6447	Complete	JAWPHD010005155.1	121350	122643	+	207.0	161
2692at6447	Duplicated	JAWPHD010001871.1	180079	187902	+	773.8	432
2692at6447	Duplicated	JAWPHD010008456.1	32432	39328	+	773.5	432
2762at6447	Complete	JAWPHD010004824.1	109837	98042	-	590.3	355
2776at6447	Complete	JAWPHD010000458.1	419086	382499	-	828.5	404
2827at6447	Complete	JAWPHD010007139.1	78974	66034	-	726.0	338
2841at6447	Fragmented	JAWPHD010009962.1	98552	77299	-	681.7	345
2843at6447	Complete	JAWPHD010011151.1	72007	5681	-	1400.0	828
2868at6447	Complete	JAWPHD010014852.1	24625	40944	+	770.0	479
2885at6447	Duplicated	JAWPHD010006748.1	9126	39967	+	1058.9	557
2885at6447	Duplicated	JAWPHD010008343.1	6391	38756	+	1058.9	557
2903at6447	Complete	JAWPHD010008183.1	110079	117925	+	479.7	211
2945at6447	Complete	JAWPHD010000921.1	219783	218803	-	294.9	233
2973at6447	Duplicated	JAWPHD010007206.1	48683	33903	-	335.4	243
2973at6447	Duplicated	JAWPHD010008439.1	56825	71790	+	334.5	243
2997at6447	Complete	JAWPHD010005437.1	73458	82937	+	543.1	310
3000at6447	Fragmented	JAWPHD010009304.1	689	20256	+	608.9	275
3007at6447	Fragmented	JAWPHD010023464.1	14578	11804	-	1058.2	216
3013at6447	Duplicated	JAWPHD010005849.1	138945	135661	-	555.5	308
3013at6447	Duplicated	JAWPHD010010120.1	69880	75058	+	555.5	308
3020at6447	Missing
3043at6447	Complete	JAWPHD010002438.1	126089	82447	-	570.0	322
3067at6447	Complete	JAWPHD010003738.1	12300	20424	+	276.8	155
3125at6447	Complete	JAWPHD010000758.1	120388	140652	+	1383.3	677
3150at6447	Complete	JAWPHD010005774.1	141960	137498	-	572.8	389
3170at6447	Complete	JAWPHD010005573.1	127839	144150	+	462.4	205
3189at6447	Complete	JAWPHD010002328.1	188116	189417	+	760.8	422
3234at6447	Complete	JAWPHD010000726.1	89906	4137	-	357.7	221
3279at6447	Missing
3294at6447	Duplicated	JAWPHD010006417.1	103251	105357	+	302.1	169
3294at6447	Duplicated	JAWPHD010009404.1	73774	71680	-	301.6	161
3316at6447	Duplicated	JAWPHD010005570.1	80576	62679	-	499.7	307
3316at6447	Duplicated	JAWPHD010002834.1	78461	95226	+	497.5	307
3318at6447	Fragmented	JAWPHD010002189.1	140372	125713	-	605.3	343
3333at6447	Complete	JAWPHD010006726.1	89147	79569	-	955.7	438
3385at6447	Complete	JAWPHD010005128.1	101612	86648	-	599.3	349
3448at6447	Complete	JAWPHD010001357.1	292834	280504	-	668.6	407
3506at6447	Complete	JAWPHD010002365.1	155758	125889	-	1017.9	471
3508at6447	Complete	JAWPHD010012844.1	32130	20750	-	319.6	188
3521at6447	Missing
3546at6447	Complete	JAWPHD010010677.1	13509	10084	-	390.2	230
3552at6447	Complete	JAWPHD010003467.1	139016	146042	+	419.0	233
3564at6447	Complete	JAWPHD010006550.1	119176	97906	-	532.9	279
3604at6447	Complete	JAWPHD010001931.1	78542	66440	-	1316.0	576
3617at6447	Complete	JAWPHD010009960.1	51356	45728	-	469.4	281
3627at6447	Complete	JAWPHD010000534.1	145583	87992	-	851.2	452
3654at6447	Complete	JAWPHD010004523.1	57967	76897	+	644.9	415
3663at6447	Complete	JAWPHD010005865.1	81690	107683	+	1064.0	641
3669at6447	Complete	JAWPHD010012815.1	35741	41614	+	361.2	172
3707at6447	Complete	JAWPHD010000016.1	735218	605278	-	746.5	485
3730at6447	Fragmented	JAWPHD010004033.1	5031	3463	-	334.3	271
3731at6447	Fragmented	JAWPHD010011588.1	81084	81623	+	360.0	179
3786at6447	Complete	JAWPHD010000155.1	503721	433060	-	1135.6	564
3791at6447	Complete	JAWPHD010000284.1	217718	218614	+	463.0	294
3792at6447	Complete	JAWPHD010002539.1	177474	174592	-	355.1	196
3816at6447	Complete	JAWPHD010002422.1	135620	129168	-	354.1	185
3857at6447	Complete	JAWPHD010006444.1	135556	129569	-	212.6	151
3892at6447	Complete	JAWPHD010005635.1	136236	70671	-	488.7	338
3916at6447	Fragmented	JAWPHD010002186.1	235361	45896	-	321.1	200
3958at6447	Complete	JAWPHD010000306.1	70065	17445	-	959.9	439
4016at6447	Complete	JAWPHD010000365.1	174587	160416	-	575.3	318
4030at6447	Complete	JAWPHD010005076.1	150718	129270	-	363.8	209
4031at6447	Complete	JAWPHD010006459.1	22167	30658	+	424.6	215
4035at6447	Complete	JAWPHD010004523.1	52853	39827	-	1274.2	638
4097at6447	Complete	JAWPHD010000056.1	10298	19041	+	333.6	186
4132at6447	Complete	JAWPHD010000521.1	437883	393944	-	1030.4	477
4153at6447	Complete	JAWPHD010001728.1	114461	118723	+	645.6	330
4262at6447	Duplicated	JAWPHD010011791.1	54402	46392	-	225.7	159
4262at6447	Duplicated	JAWPHD010005840.1	81353	93992	+	225.3	159
4323at6447	Missing
4353at6447	Complete	JAWPHD010009943.1	56153	74668	+	212.3	124
4408at6447	Duplicated	JAWPHD010001878.1	80590	76373	-	420.6	218
4408at6447	Duplicated	JAWPHD010000490.1	26392	30798	+	419.7	217
4413at6447	Fragmented	JAWPHD010000238.1	395318	412785	+	1339.8	647
4563at6447	Duplicated	JAWPHD010000027.1	127743	129101	+	319.0	141
4563at6447	Duplicated	JAWPHD010014631.1	21896	23682	+	319.0	141
4567at6447	Complete	JAWPHD010006382.1	42601	54366	+	355.3	189
4628at6447	Fragmented	JAWPHD010014524.1	38	14605	+	653.3	349
4641at6447	Duplicated	JAWPHD010000648.1	118700	135820	+	780.2	501
4641at6447	Duplicated	JAWPHD010007453.1	23130	2081	-	705.1	501
4645at6447	Complete	JAWPHD010012471.1	42675	303	-	658.0	354
4677at6447	Complete	JAWPHD010009502.1	50855	55166	+	326.3	158
4714at6447	Complete	JAWPHD010002617.1	109946	115611	+	306.2	161
4722at6447	Complete	JAWPHD010000814.1	60267	111049	+	1210.8	592
4739at6447	Complete	JAWPHD010001881.1	145192	142880	-	511.8	243
4771at6447	Complete	JAWPHD010013148.1	16975	24307	+	345.1	201
4803at6447	Complete	JAWPHD010016553.1	9982	25663	+	382.9	281
4816at6447	Missing
4831at6447	Fragmented	JAWPHD010017662.1	28916	42424	+	538.5	290
4857at6447	Complete	JAWPHD010008499.1	44027	18744	-	954.2	564
4860at6447	Complete	JAWPHD010002336.1	205946	176557	-	1387.0	725
4944at6447	Complete	JAWPHD010005878.1	116281	99996	-	793.1	470
5022at6447	Duplicated	JAWPHD010000141.1	436428	424454	-	418.4	399
5022at6447	Duplicated	JAWPHD010009146.1	98538	88770	-	416.2	399
5023at6447	Complete	JAWPHD010000357.1	248960	240298	-	545.7	341
5028at6447	Duplicated	JAWPHD010009817.1	74432	37235	-	920.3	537
5028at6447	Duplicated	JAWPHD010005211.1	115423	157726	+	973.6	536
5080at6447	Duplicated	JAWPHD010000640.1	261106	254728	-	355.2	170
5080at6447	Duplicated	JAWPHD010013105.1	245	7163	+	355.2	170
5081at6447	Complete	JAWPHD010006159.1	94225	135306	+	333.3	169
5122at6447	Complete	JAWPHD010004521.1	33424	40395	+	260.2	200
5129at6447	Complete	JAWPHD010004268.1	66433	85310	+	424.0	244
5132at6447	Duplicated	JAWPHD010000121.1	82256	28179	-	931.2	449
5132at6447	Duplicated	JAWPHD010003540.1	134963	190417	+	985.9	446
5181at6447	Missing
5189at6447	Complete	JAWPHD010002708.1	47067	119395	+	2300.4	1131
5314at6447	Complete	JAWPHD010000739.1	103569	91631	-	325.7	192
5347at6447	Duplicated	JAWPHD010003600.1	29175	35874	+	655.1	348
5347at6447	Duplicated	JAWPHD010006107.1	65297	58128	-	652.9	348
5376at6447	Complete	JAWPHD010000022.1	366553	390861	+	885.1	480
5398at6447	Missing
5418at6447	Complete	JAWPHD010005274.1	26171	14212	-	661.4	299
5435at6447	Complete	JAWPHD010021014.1	11128	25549	+	911.3	440
5484at6447	Complete	JAWPHD010005708.1	24673	41191	+	653.5	305
5485at6447	Complete	JAWPHD010001740.1	23311	14423	-	385.4	180
5486at6447	Complete	JAWPHD010003310.1	196305	186264	-	300.4	166
5505at6447	Complete	JAWPHD010015086.1	20035	49570	+	641.9	375
5519at6447	Complete	JAWPHD010000047.1	36894	57242	+	877.2	471
5532at6447	Duplicated	JAWPHD010009183.1	69753	87119	+	318.3	176
5532at6447	Duplicated	JAWPHD010005158.1	142382	125254	-	308.2	174
5598at6447	Complete	JAWPHD010006317.1	93450	145614	+	869.6	436
5628at6447	Complete	JAWPHD010000074.1	682828	698882	+	531.6	288
5630at6447	Complete	JAWPHD010015240.1	20087	55427	+	301.7	235
5634at6447	Fragmented	JAWPHD010014097.1	3515	21000	+	620.2	369
5649at6447	Duplicated	JAWPHD010003356.1	18485	31670	+	1352.0	613
5649at6447	Duplicated	JAWPHD010004945.1	81583	67463	-	1348.0	613
5676at6447	Complete	JAWPHD010000058.1	98815	117769	+	487.2	295
5686at6447	Complete	JAWPHD010009460.1	95593	77855	-	1264.2	797
5700at6447	Fragmented	JAWPHD010007354.1	78515	127295	+	583.0	403
5715at6447	Complete	JAWPHD010003740.1	113821	88407	-	327.0	210
5728at6447	Duplicated	JAWPHD010014679.1	37215	44518	+	457.7	265
5728at6447	Duplicated	JAWPHD010002818.1	148310	137794	-	449.4	264
5732at6447	Duplicated	JAWPHD010002879.1	44603	80986	+	1194.4	625
5732at6447	Duplicated	JAWPHD010009361.1	13427	40822	+	1223.5	616
5754at6447	Duplicated	JAWPHD010000148.1	345753	369290	+	569.4	293
5754at6447	Duplicated	JAWPHD010008133.1	51259	30842	-	569.4	293
5763at6447	Complete	JAWPHD010011007.1	54410	47305	-	305.2	184
5792at6447	Duplicated	JAWPHD010005019.1	100149	110567	+	265.2	153
5792at6447	Duplicated	JAWPHD010004338.1	17204	27022	+	262.0	153
5877at6447	Fragmented	JAWPHD010001139.1	353432	307594	-	1354.9	723
5887at6447	Complete	JAWPHD010001415.1	64030	44940	-	410.4	203
5892at6447	Missing
5901at6447	Complete	JAWPHD010000039.1	33779	9632	-	352.3	170
5917at6447	Fragmented	JAWPHD010002065.1	154710	160236	+	157.8	108
5935at6447	Duplicated	JAWPHD010001957.1	43337	52297	+	241.3	145
5935at6447	Duplicated	JAWPHD010001374.1	96697	84864	-	240.0	145
5941at6447	Duplicated	JAWPHD010000251.1	72334	79941	+	336.0	182
5941at6447	Duplicated	JAWPHD010005552.1	49380	40135	-	336.0	182
5988at6447	Complete	JAWPHD010010616.1	5558	46008	+	491.0	278
6019at6447	Complete	JAWPHD010007174.1	129491	118370	-	500.9	329
6053at6447	Duplicated	JAWPHD010006676.1	75454	128228	+	1175.0	561
6053at6447	Duplicated	JAWPHD010000216.1	286731	340985	+	1174.7	561
6135at6447	Complete	JAWPHD010000621.1	366048	413997	+	886.2	796
6149at6447	Complete	JAWPHD010006352.1	98113	118655	+	720.0	315
6158at6447	Complete	JAWPHD010002191.1	81572	89541	+	272.2	157
6168at6447	Complete	JAWPHD010000721.1	35953	53360	+	443.7	223
6170at6447	Complete	JAWPHD010001737.1	290559	295183	+	387.3	216
6248at6447	Missing
6290at6447	Complete	JAWPHD010004879.1	61790	74329	+	490.4	278
6404at6447	Complete	JAWPHD010003919.1	84518	94316	+	491.5	227
6418at6447	Missing
6447at6447	Missing
6474at6447	Duplicated	JAWPHD010013866.1	33926	15784	-	757.8	410
6474at6447	Duplicated	JAWPHD010003130.1	40212	50335	+	755.8	410
6475at6447	Complete	JAWPHD010002095.1	259862	272735	+	354.8	228
6482at6447	Complete	JAWPHD010010188.1	22755	37746	+	447.9	205
6485at6447	Complete	JAWPHD010005774.1	22356	19220	-	239.7	115
6532at6447	Complete	JAWPHD010014473.1	30474	40352	+	399.8	191
6585at6447	Duplicated	JAWPHD010002070.1	191111	146545	-	685.3	416
6585at6447	Duplicated	JAWPHD010003445.1	68797	22560	-	680.6	416
6611at6447	Complete	JAWPHD010002624.1	51585	116976	+	1184.7	721
6665at6447	Duplicated	JAWPHD010003799.1	106108	132639	+	833.5	473
6665at6447	Duplicated	JAWPHD010013646.1	3998	21077	+	833.5	473
6689at6447	Complete	JAWPHD010003523.1	149781	93855	-	312.2	203
6716at6447	Complete	JAWPHD010010872.1	74065	41889	-	324.9	233
6764at6447	Complete	JAWPHD010000349.1	314983	272101	-	723.8	394
6779at6447	Complete	JAWPHD010003938.1	58791	60080	+	884.4	425
6799at6447	Complete	JAWPHD010009406.1	5034	6398	+	651.4	430
6805at6447	Complete	JAWPHD010000255.1	238929	264402	+	880.1	459
6848at6447	Complete	JAWPHD010011514.1	53907	61707	+	411.2	214
6851at6447	Complete	JAWPHD010006817.1	41251	81721	+	624.6	435
6887at6447	Duplicated	JAWPHD010003593.1	153487	146237	-	233.3	153
6887at6447	Duplicated	JAWPHD010008435.1	24572	19439	-	233.3	153
6891at6447	Complete	JAWPHD010006480.1	12048	69522	+	1639.7	1089
6916at6447	Complete	JAWPHD010007582.1	107622	116702	+	180.0	111
6965at6447	Complete	JAWPHD010012299.1	51512	67413	+	429.9	222
6966at6447	Missing
6976at6447	Duplicated	JAWPHD010008481.1	72087	52893	-	292.2	143
6976at6447	Duplicated	JAWPHD010009950.1	24509	36829	+	292.2	143
7000at6447	Complete	JAWPHD010000970.1	201199	225856	+	691.7	378
7008at6447	Duplicated	JAWPHD010002321.1	229893	217713	-	906.9	422
7008at6447	Duplicated	JAWPHD010022146.1	10280	21873	+	819.8	381
7044at6447	Complete	JAWPHD010007259.1	27114	42477	+	751.7	367
7101at6447	Complete	JAWPHD010014469.1	6586	15894	+	373.8	188
7106at6447	Fragmented	JAWPHD010024530.1	69	18554	+	640.2	384
7114at6447	Complete	JAWPHD010004306.1	171234	113505	-	538.4	332
7184at6447	Fragmented	JAWPHD010002694.1	244667	231565	-	875.5	494
7223at6447	Complete	JAWPHD010012113.1	40750	50617	+	373.5	192
7233at6447	Duplicated	JAWPHD010000034.1	230235	219704	-	274.8	144
7233at6447	Duplicated	JAWPHD010006214.1	53527	61827	+	274.8	144
7233at6447	Duplicated	JAWPHD010009419.1	71447	79063	+	274.4	136
7233at6447	Duplicated	JAWPHD010001040.1	114718	122094	+	268.8	136
7279at6447	Complete	JAWPHD010020103.1	10135	28564	+	472.4	308
7280at6447	Complete	JAWPHD010001069.1	211880	198862	-	425.2	254
7285at6447	Duplicated	JAWPHD010012814.1	15052	29081	+	512.0	379
7285at6447	Duplicated	JAWPHD010005322.1	36436	51237	+	509.7	375
7300at6447	Complete	JAWPHD010001895.1	214047	171942	-	653.8	313
7314at6447	Complete	JAWPHD010005619.1	68240	39772	-	368.4	217
7440at6447	Duplicated	JAWPHD010007319.1	49132	35889	-	643.1	324
7440at6447	Duplicated	JAWPHD010018434.1	21705	8197	-	643.1	324
7504at6447	Complete	JAWPHD010004586.1	151881	162896	+	228.0	116
7526at6447	Complete	JAWPHD010003786.1	98698	73973	-	965.5	466
7554at6447	Complete	JAWPHD010000761.1	142864	135176	-	499.4	259
7590at6447	Fragmented	JAWPHD010005730.1	23634	154169	+	444.3	237
7602at6447	Fragmented	JAWPHD010020202.1	10232	1210	-	398.6	253
7631at6447	Complete	JAWPHD010009852.1	33987	54583	+	952.1	474
7670at6447	Complete	JAWPHD010009014.1	57186	53714	-	212.0	148
7675at6447	Complete	JAWPHD010011110.1	13217	10571	-	202.4	112
7687at6447	Complete	JAWPHD010001276.1	151509	156221	+	440.3	223
7697at6447	Missing
7711at6447	Complete	JAWPHD010013428.1	235	25418	+	1023.0	507
7725at6447	Complete	JAWPHD010002770.1	87252	73494	-	766.4	492
7780at6447	Complete	JAWPHD010014899.1	1082	22737	+	616.2	324
7810at6447	Duplicated	JAWPHD010014890.1	55792	40938	-	1072.8	555
7810at6447	Duplicated	JAWPHD010007864.1	102438	121961	+	947.5	514
7848at6447	Fragmented	JAWPHD010006020.1	107136	120	-	911.5	430
7893at6447	Complete	JAWPHD010003921.1	153776	144136	-	547.4	276
7910at6447	Complete	JAWPHD010001578.1	70951	117865	+	681.4	451
7911at6447	Complete	JAWPHD010004335.1	182197	153300	-	1048.1	563
7932at6447	Complete	JAWPHD010004004.1	838	1395	+	259.4	157
7991at6447	Complete	JAWPHD010003211.1	80762	73245	-	526.2	266
8014at6447	Complete	JAWPHD010003568.1	145906	125932	-	1151.9	717
8015at6447	Complete	JAWPHD010010666.1	76395	69481	-	727.2	353
8074at6447	Complete	JAWPHD010016125.1	41826	29501	-	597.1	432
8106at6447	Complete	JAWPHD010001840.1	185547	202594	+	473.1	293
8129at6447	Complete	JAWPHD010000199.1	16026	75269	+	669.3	424
8144at6447	Duplicated	JAWPHD010009514.1	71238	82378	+	426.2	217
8144at6447	Duplicated	JAWPHD010004280.1	76248	99041	+	426.0	217
8210at6447	Complete	JAWPHD010003610.1	37532	39054	+	228.1	145
8239at6447	Complete	JAWPHD010015832.1	41616	26274	-	344.7	191
8251at6447	Complete	JAWPHD010007032.1	52573	63689	+	420.4	267
8262at6447	Complete	JAWPHD010012198.1	38592	30687	-	661.8	376
8282at6447	Duplicated	JAWPHD010001262.1	250032	201113	-	1448.9	993
8282at6447	Duplicated	JAWPHD010006848.1	97198	39583	-	1435.8	992
8352at6447	Missing
8435at6447	Duplicated	JAWPHD010002258.1	262660	207562	-	1048.6	595
8435at6447	Duplicated	JAWPHD010005689.1	93619	143932	+	1037.2	595
8438at6447	Complete	JAWPHD010001465.1	261635	257472	-	254.0	132
8478at6447	Complete	JAWPHD010008988.1	70781	68177	-	548.3	347
8508at6447	Missing
8553at6447	Complete	JAWPHD010025136.1	15396	7067	-	339.7	177
8574at6447	Duplicated	JAWPHD010005115.1	124148	130578	+	319.0	219
