TRINITY_DN139285_c0_g1_i2	KCNAS_DROME	48.2	249	115	3	440	1150	88	334	1.27e-67	239
TRINITY_DN193329_c0_g1_i1	TNP5_ECOLX	57.0	128	54	1	385	2	649	775	6.18e-41	147
TRINITY_DN193368_c0_g1_i1	APOD_CAVPO	46.3	67	36	0	206	6	110	176	1.76e-12	63.5
TRINITY_DN106930_c0_g1_i1	PGGHG_DANRE	40.5	116	63	2	1	345	495	605	1.22e-18	83.6
TRINITY_DN106934_c0_g1_i1	CTMF_CASD6	50.6	79	36	2	9	236	86	164	4.97e-14	68.6
TRINITY_DN106958_c0_g1_i1	GUN1_ACIC1	45.6	125	61	3	6	359	264	388	1.86e-32	124
TRINITY_DN106955_c0_g1_i1	ICT1_MOUSE	47.4	194	84	4	643	71	24	202	4.19e-40	139
TRINITY_DN106963_c0_g1_i1	GABP_BACSU	58.0	88	36	1	262	2	242	329	4.25e-24	97.1
TRINITY_DN106940_c0_g1_i1	GLCM3_CAEEL	38.6	171	101	3	2	511	127	294	3.74e-32	123
TRINITY_DN118533_c0_g1_i1	EGR1_SERCA	72.4	29	8	0	15	101	1	29	2.43e-10	53.9
TRINITY_DN118578_c0_g1_i1	RMUC_XYLFA	79.3	121	25	0	364	2	154	274	3.77e-59	191
TRINITY_DN107484_c0_g1_i1	KARG_LIOJA	48.2	56	28	1	539	706	1	55	2.31e-06	52.4
TRINITY_DN107543_c0_g1_i1	SWT2A_SORBI	24.0	192	139	4	9	566	30	220	6.21e-08	54.3
TRINITY_DN107554_c0_g1_i1	RNPC3_RAT	31.8	358	176	14	4	951	66	397	7.92e-25	110
TRINITY_DN100243_c0_g1_i1	GGT1_HUMAN	44.9	69	38	0	224	18	125	193	6.67e-13	65.5
TRINITY_DN100262_c0_g1_i1	XYLD_CAUVC	48.9	47	22	1	13	153	551	595	4.14e-06	45.4
TRINITY_DN100195_c0_g1_i1	C4D14_DROME	48.1	54	28	0	271	110	362	415	8.57e-08	51.2
TRINITY_DN100178_c0_g1_i1	HYUC_PSESN	42.1	76	43	1	24	248	14	89	1.26e-11	61.6
TRINITY_DN100254_c0_g1_i1	TIGD6_HUMAN	45.8	59	32	0	187	11	162	220	1.10e-11	61.2
TRINITY_DN100252_c0_g1_i1	COPA_ECOLI	48.4	62	29	2	26	202	543	604	1.98e-06	46.2
TRINITY_DN100198_c0_g1_i1	LEPA_ANADF	35.9	64	41	0	210	19	95	158	3.51e-07	48.5
TRINITY_DN100263_c0_g1_i1	CYMA_SALAI	43.5	62	35	0	227	42	2608	2669	4.28e-07	48.5
TRINITY_DN100251_c0_g1_i1	PTAS_THETC	66.7	75	25	0	1	225	216	290	1.81e-27	103
TRINITY_DN100189_c0_g1_i1	FLGG_BUCAI	70.4	71	21	0	2	214	190	260	1.57e-27	102
TRINITY_DN100176_c0_g1_i1	YBAK_ECOLI	52.4	105	50	0	425	111	53	157	2.62e-29	107
TRINITY_DN100223_c0_g1_i1	XPP1_BOVIN	55.1	136	59	1	403	2	389	524	1.58e-41	148
TRINITY_DN100268_c0_g1_i1	RL25_VEREI	81.0	58	10	1	276	106	143	200	2.46e-19	81.6
TRINITY_DN111840_c0_g1_i1	DYH17_HUMAN	74.4	39	10	0	203	87	2626	2664	4.39e-13	65.1
TRINITY_DN111804_c0_g1_i1	IRA2_YEAST	37.5	80	50	0	9	248	1677	1756	1.47e-09	55.8
TRINITY_DN111827_c0_g1_i1	LCFCS_THET8	39.9	148	79	3	36	467	34	175	1.57e-24	101
TRINITY_DN136638_c0_g1_i1	RHO_XYLFA	89.1	46	5	0	141	4	1	46	1.50e-18	83.6
TRINITY_DN136679_c0_g1_i1	YCCU_ECOLI	49.5	101	51	0	1	303	33	133	2.48e-26	98.2
TRINITY_DN136669_c0_g1_i1	YDEP_BACSU	59.6	57	23	0	8	178	57	113	2.34e-20	80.9
TRINITY_DN112476_c0_g1_i1	YDHJ_ECOLI	51.0	151	74	0	21	473	133	283	2.97e-42	145
TRINITY_DN112442_c0_g1_i1	XPP2_HUMAN	36.4	107	68	0	110	430	54	160	1.04e-16	79.7
TRINITY_DN112383_c0_g1_i1	FLIS_ECOLI	32.7	113	75	1	3	338	12	124	4.37e-11	58.9
TRINITY_DN112445_c0_g1_i1	YGFK_ECO57	98.8	83	1	0	250	2	147	229	6.99e-49	167
TRINITY_DN153994_c0_g1_i1	Y1031_BRUAB	36.4	110	66	2	337	20	112	221	1.44e-15	73.6
TRINITY_DN102982_c0_g1_i1	CCCR_CERS4	75.0	108	27	0	3	326	311	418	4.00e-54	177
TRINITY_DN103057_c0_g1_i1	CINAL_AKKM8	62.1	87	33	0	1	261	272	358	2.93e-24	97.1
TRINITY_DN103009_c0_g1_i1	DISP_DROME	31.1	183	103	2	140	619	442	624	1.12e-11	69.3
TRINITY_DN103063_c0_g1_i1	ZZZ3_HUMAN	50.7	365	143	8	538	1545	482	838	5.25e-95	311
TRINITY_DN106810_c0_g1_i1	CCR3_CHLAE	40.4	57	32	2	220	53	49	104	2.20e-07	49.3
TRINITY_DN106813_c0_g1_i1	RASD1_MOUSE	58.8	51	21	0	155	307	22	72	1.44e-14	70.1
TRINITY_DN106812_c0_g1_i1	ROP1L_XENLA	50.0	156	78	0	512	45	64	219	2.41e-51	170
TRINITY_DN106864_c0_g1_i1	DAP4_PSEMX	74.7	83	21	0	2	250	206	288	2.05e-38	137
TRINITY_DN180324_c0_g1_i1	EXOP_RHIME	34.0	100	63	1	6	296	595	694	3.26e-08	52.8
TRINITY_DN180381_c0_g1_i1	CCNF_XENLA	38.5	628	347	9	54	1868	17	628	4.74e-136	436
TRINITY_DN180371_c0_g1_i1	THIH_ECOLI	100	104	0	0	1	312	251	354	9.68e-70	215
TRINITY_DN180339_c0_g1_i1	RTBS_DROME	28.1	224	155	3	708	55	431	654	9.51e-17	84.0
TRINITY_DN180392_c0_g1_i1	LORF2_HUMAN	59.7	72	29	0	1	216	889	960	1.14e-26	103
TRINITY_DN153704_c0_g1_i1	PSK_SYNE7	36.1	108	64	3	68	382	41	146	1.06e-07	52.4
TRINITY_DN153630_c0_g1_i1	ATNG_EMENI	48.1	81	42	0	46	288	1093	1173	2.27e-16	75.9
TRINITY_DN153632_c0_g1_i1	Y354_HAEIN	41.9	74	43	0	75	296	8	81	1.66e-09	55.8
TRINITY_DN153676_c0_g1_i1	CARA_XANAC	88.2	85	10	0	266	12	215	299	3.73e-48	159
TRINITY_DN153618_c0_g1_i1	SYR_STRM5	94.0	149	9	0	448	2	284	432	1.78e-98	296
TRINITY_DN163615_c0_g1_i1	CCOP_CERS4	70.0	70	21	0	2	211	187	256	3.96e-29	107
TRINITY_DN163706_c0_g1_i1	RECQ4_HUMAN	44.2	86	39	3	256	2	676	753	1.15e-14	70.5
TRINITY_DN163616_c0_g1_i1	DAF37_CAEEL	32.6	178	114	4	236	757	5	180	7.46e-18	85.9
TRINITY_DN109114_c0_g1_i1	YDFG_BACSU	41.5	65	38	0	196	2	36	100	1.35e-12	62.0
TRINITY_DN109111_c0_g1_i1	CYSE_ECO57	48.1	81	42	0	2	244	193	273	5.19e-17	77.0
TRINITY_DN109093_c0_g1_i1	OSBL1_HUMAN	78.6	28	6	0	269	352	560	587	8.28e-08	52.4
TRINITY_DN109097_c0_g1_i1	WDHD1_XENLA	47.8	716	346	8	2341	266	6	717	3.49e-237	697
TRINITY_DN109171_c0_g1_i1	GABR1_MOUSE	48.1	156	80	1	12	479	702	856	1.29e-44	160
TRINITY_DN170396_c0_g1_i1	ADHA_SYNY3	38.8	80	49	0	3	242	210	289	6.45e-14	67.8
TRINITY_DN170314_c0_g1_i1	NIFS_CERSP	50.9	116	55	1	343	2	230	345	9.48e-26	102
TRINITY_DN170412_c0_g1_i1	PHSM_ECOLI	100	74	0	0	224	3	515	588	1.86e-43	151
TRINITY_DN170333_c0_g1_i1	FCS_AMYSP	51.2	84	41	0	8	259	222	305	4.37e-19	83.2
TRINITY_DN125393_c0_g1_i1	SIGH_MYCBO	52.8	53	25	0	6	164	147	199	2.63e-09	55.8
TRINITY_DN125414_c0_g1_i1	CILA_ECOLI	100	91	0	0	1	273	420	510	7.49e-54	177
TRINITY_DN125418_c0_g1_i1	KCNKA_MOUSE	31.5	165	93	4	4	498	70	214	3.46e-13	73.2
TRINITY_DN125405_c0_g1_i1	FTSX_ECOL6	100	116	0	0	1	348	50	165	2.55e-76	232
TRINITY_DN125427_c0_g1_i1	NRFD_ECOLI	100	62	0	0	1	186	257	318	3.11e-37	129
TRINITY_DN125487_c0_g1_i1	ECHD3_MOUSE	41.7	60	35	0	5	184	169	228	2.35e-09	54.3
TRINITY_DN179351_c0_g1_i1	NOG2_MOUSE	57.6	542	201	5	2485	944	7	547	1.18e-201	595
TRINITY_DN132381_c0_g1_i1	GSHB_RHOPA	65.4	78	27	0	237	4	70	147	8.59e-32	115
TRINITY_DN132315_c0_g1_i1	CDC23_DICDI	47.5	221	115	1	678	19	192	412	6.27e-65	217
TRINITY_DN132330_c0_g1_i1	DOP1_EMENI	44.1	68	34	1	11	202	701	768	2.05e-10	57.8
TRINITY_DN132386_c0_g1_i1	LLDP_ECO57	100	119	0	0	3	359	255	373	1.06e-79	246
TRINITY_DN132351_c0_g1_i1	MUCR_PSEAE	55.4	65	23	1	37	231	252	310	7.86e-12	62.0
TRINITY_DN133917_c0_g1_i1	MA2A2_HUMAN	46.9	64	34	0	211	20	273	336	1.78e-15	72.0
TRINITY_DN133993_c0_g1_i1	DHE2_MYCTU	75.7	103	25	0	310	2	957	1059	4.57e-51	175
TRINITY_DN133903_c0_g1_i1	APRA_DICDI	49.4	81	40	1	277	35	167	246	3.57e-21	89.7
TRINITY_DN133997_c0_g1_i1	CDA1_SCHPO	45.0	120	62	3	351	1	5	123	4.22e-29	110
TRINITY_DN133906_c0_g1_i1	DCC1_HUMAN	59.6	99	40	0	1	297	295	393	2.41e-32	119
TRINITY_DN157977_c0_g1_i1	YQHC_ECOLI	98.5	66	1	0	355	158	253	318	2.65e-37	131
TRINITY_DN157999_c0_g1_i1	MAP1_YEAST	40.5	74	44	0	222	1	102	175	3.91e-10	57.0
TRINITY_DN157988_c0_g1_i1	UXAA_BACSU	44.9	69	38	0	208	2	232	300	4.84e-15	71.6
TRINITY_DN157981_c0_g1_i1	DBP2_CANAL	82.1	28	5	0	2	85	224	251	2.02e-08	53.1
TRINITY_DN158001_c0_g1_i1	GADH1_PANCY	60.9	87	34	0	263	3	454	540	1.50e-29	112
TRINITY_DN182161_c0_g1_i1	GAS2_HUMAN	44.4	171	90	2	105	602	7	177	5.83e-43	150
TRINITY_DN182208_c0_g1_i1	NUAK2_RAT	37.3	134	77	5	406	8	63	190	3.94e-16	77.0
TRINITY_DN182157_c0_g1_i1	DDHC_CHRSD	86.6	67	9	0	201	1	222	288	1.06e-36	132
TRINITY_DN182127_c0_g1_i1	TOP1_RICPR	59.5	79	32	0	254	18	485	563	1.45e-24	98.6
TRINITY_DN182213_c0_g1_i1	KHK_RAT	44.6	175	95	2	536	12	2	174	6.25e-42	145
TRINITY_DN187229_c0_g1_i1	ADPRH_BOVIN	55.0	80	34	1	254	15	7	84	1.02e-20	87.4
TRINITY_DN187300_c0_g1_i1	XYLL_PSEPU	67.5	83	27	0	11	259	106	188	8.38e-30	109
TRINITY_DN187253_c0_g1_i1	ADCY6_MOUSE	70.9	86	25	0	258	1	1066	1151	2.24e-39	140
TRINITY_DN187260_c0_g1_i1	DUR3_YEAST	53.7	67	31	0	245	45	634	700	5.06e-20	85.5
TRINITY_DN141583_c0_g1_i1	LHRC_PSEPK	50.4	123	60	1	402	37	254	376	8.39e-29	113
TRINITY_DN141582_c0_g1_i1	YXJG_BACSU	48.8	86	39	3	259	2	101	181	1.00e-14	70.5
TRINITY_DN141526_c0_g1_i1	PBX2_HUMAN	96.0	25	1	0	3	77	221	245	1.59e-06	48.5
TRINITY_DN141507_c0_g1_i1	EFC12_MACFA	26.4	295	170	7	128	991	307	561	2.78e-19	94.7
TRINITY_DN141507_c0_g1_i2	EFC12_MACFA	26.4	295	170	7	128	991	307	561	2.72e-19	94.7
TRINITY_DN141527_c0_g1_i1	KDGT_ECO24	100	158	0	0	476	3	110	267	4.30e-99	291
TRINITY_DN141523_c0_g1_i1	PA1_ECO57	100	146	0	0	2	439	144	289	1.42e-106	315
TRINITY_DN122319_c0_g1_i1	PGAP4_PONAB	33.1	323	185	12	569	1516	102	400	1.01e-37	148
TRINITY_DN122388_c0_g1_i1	FGM3_GIBZE	36.8	87	52	2	12	272	45	128	3.17e-14	69.3
TRINITY_DN122338_c0_g1_i1	ENDO2_ARATH	34.9	166	93	5	300	755	22	186	7.33e-17	81.3
TRINITY_DN122346_c0_g1_i1	ANM3_MOUSE	56.4	273	112	1	938	120	152	417	1.27e-96	298
TRINITY_DN122383_c0_g1_i1	RHLE_ECOLI	62.2	74	28	0	5	226	142	215	1.51e-22	92.0
TRINITY_DN122344_c0_g1_i1	AQPZ_PSEPK	69.4	36	11	0	1	108	195	230	1.02e-10	58.2
TRINITY_DN122330_c0_g1_i1	PIGM_BOVIN	59.3	113	43	2	1	339	306	415	3.91e-36	130
TRINITY_DN122366_c0_g1_i1	DAPE_GLUOX	61.3	75	29	0	247	23	140	214	3.44e-26	101
TRINITY_DN122384_c0_g1_i1	BGLS_AGRSA	56.4	78	34	0	235	2	40	117	4.26e-27	104
TRINITY_DN122361_c0_g1_i1	CZCD_BACVZ	57.1	70	30	0	210	1	13	82	4.03e-21	86.7
TRINITY_DN181635_c0_g1_i1	RL5_PIG	87.5	24	3	0	490	419	86	109	8.04e-07	48.9
TRINITY_DN181676_c0_g1_i1	Y4MN_SINFN	82.9	76	13	0	230	3	125	200	8.08e-40	136
TRINITY_DN181702_c0_g1_i1	WRP73_HUMAN	59.0	444	177	2	106	1425	1	443	9.55e-198	569
TRINITY_DN181675_c0_g1_i1	AGAA2_SHESA	45.2	104	57	0	1	312	94	197	9.17e-21	88.2
TRINITY_DN181668_c0_g1_i1	RDH14_MOUSE	52.1	71	28	2	224	18	235	301	4.55e-16	74.3
TRINITY_DN181692_c0_g1_i1	CDGI_ECOLI	100	70	0	0	210	1	148	217	7.99e-41	141
TRINITY_DN102950_c0_g1_i1	FADA_ECOLI	100	157	0	0	1	471	226	382	1.37e-103	304
TRINITY_DN102929_c0_g1_i1	EXOG_DANRE	63.1	157	58	0	183	653	41	197	2.55e-67	217
TRINITY_DN102977_c0_g1_i1	PRIA_RHORT	42.3	78	45	0	9	242	730	807	1.13e-13	67.4
TRINITY_DN102922_c0_g1_i1	VPS4B_BOVIN	38.0	303	168	7	899	6	154	441	3.00e-58	196
TRINITY_DN102971_c0_g1_i1	GCH12_PSEAE	41.0	61	35	1	7	186	121	181	1.45e-08	53.1
TRINITY_DN102956_c0_g1_i1	NTAQ1_ANOGA	49.0	194	98	1	141	719	4	197	3.82e-64	212
TRINITY_DN102973_c0_g1_i1	NOSF_STUST	37.5	72	45	0	35	250	3	74	5.73e-08	51.2
TRINITY_DN133158_c0_g1_i1	ATZF_PSESD	49.3	67	34	0	1	201	284	350	2.90e-15	71.2
TRINITY_DN133145_c0_g1_i1	GCSP_STRGG	54.3	140	60	1	2	421	335	470	2.56e-37	137
TRINITY_DN133139_c0_g1_i1	PLSC_ECOLI	100	55	0	0	81	245	1	55	2.23e-32	115
TRINITY_DN133110_c0_g1_i1	TNPA_ECOLI	100	85	0	0	256	2	736	820	1.30e-50	172
TRINITY_DN133152_c0_g1_i1	GLGX_KLEP3	60.6	109	41	1	2	322	159	267	1.27e-35	130
TRINITY_DN113353_c0_g1_i1	SYI_STRM5	73.3	90	24	0	272	3	331	420	4.05e-40	143
TRINITY_DN113351_c0_g1_i1	LPXK_VEREI	67.1	79	26	0	12	248	18	96	1.06e-31	117
TRINITY_DN113311_c0_g1_i1	RBSK_HUMAN	54.8	199	88	1	617	21	126	322	5.20e-64	203
TRINITY_DN113338_c0_g1_i1	KCNAW_DROME	32.0	97	61	2	289	5	150	243	1.14e-09	57.8
TRINITY_DN113319_c0_g1_i1	MREB_CAUVN	87.5	80	10	0	1	240	189	268	8.01e-41	139
TRINITY_DN164582_c0_g1_i1	RPOB_RUEPO	94.1	85	5	0	1	255	59	143	5.71e-49	168
TRINITY_DN164574_c0_g1_i1	GLGX_MYCBO	71.3	80	22	1	238	2	298	377	1.60e-31	118
TRINITY_DN164518_c0_g1_i1	Y024_BORBU	46.3	80	43	0	253	14	274	353	3.60e-19	82.8
TRINITY_DN164587_c0_g1_i1	HDA21_DICDI	43.9	107	59	1	28	348	1382	1487	5.22e-23	98.6
TRINITY_DN135243_c0_g1_i1	ARLY_METC4	79.8	99	20	0	298	2	186	284	9.28e-47	158
TRINITY_DN135262_c0_g1_i1	RGMG1_BURL3	45.9	205	108	2	2	607	179	383	1.59e-50	173
TRINITY_DN135256_c0_g1_i1	BOH_THABB	57.5	80	33	1	10	249	524	602	2.24e-23	95.1
TRINITY_DN135259_c0_g1_i1	ARGV_CORGL	60.4	96	38	0	6	293	100	195	1.80e-29	108
TRINITY_DN112673_c0_g1_i1	GPDA_STRMK	75.9	108	26	0	209	532	7	114	5.60e-50	167
TRINITY_DN112607_c0_g1_i1	DEGPL_RHIME	57.5	73	31	0	231	13	286	358	2.38e-18	80.5
TRINITY_DN112637_c0_g1_i1	FZD5_XENLA	47.7	44	20	1	204	82	123	166	8.85e-08	50.1
TRINITY_DN112656_c0_g1_i1	LOLD_NOVAD	87.9	33	4	0	204	106	191	223	8.95e-12	60.5
TRINITY_DN112679_c0_g1_i1	MDH_RHOCS	81.6	163	30	0	1	489	60	222	1.48e-89	266
TRINITY_DN112632_c0_g1_i1	ERG3_MYCBO	43.2	95	52	1	1	285	192	284	4.40e-21	87.8
TRINITY_DN113059_c0_g1_i1	ANM3_MOUSE	50.0	120	60	0	370	11	409	528	2.91e-37	135
TRINITY_DN113080_c0_g1_i1	PTXB_ECOLI	98.3	119	2	0	357	1	40	158	8.90e-75	221
TRINITY_DN113074_c0_g1_i1	PWP2_YEAST	51.4	37	18	0	153	43	465	501	2.73e-06	46.2
TRINITY_DN112985_c0_g1_i1	Y1031_BRUAB	31.0	239	154	3	11	721	15	244	1.11e-28	113
TRINITY_DN113046_c0_g1_i1	ALTA2_ALTAL	100	93	0	0	1	279	17	109	1.02e-63	193
TRINITY_DN109367_c0_g1_i1	BETC_RHIME	46.2	65	35	0	201	7	5	69	2.22e-10	58.2
TRINITY_DN109284_c0_g1_i1	CPHB_NOSS1	47.8	134	70	0	7	408	149	282	1.13e-37	134
TRINITY_DN109347_c0_g1_i1	METN_VIBVU	43.0	79	45	0	1	237	43	121	3.58e-15	71.2
TRINITY_DN148610_c0_g1_i1	METE_ECODH	100	273	0	0	123	941	1	273	2.36e-198	565
TRINITY_DN148663_c0_g1_i1	Y2418_PSEAE	63.5	96	35	0	288	1	56	151	2.29e-40	137
TRINITY_DN148705_c0_g1_i1	GLNE_PSESM	95.2	83	4	0	2	250	564	646	2.39e-43	152
TRINITY_DN148619_c0_g1_i1	P55G_RAT	42.0	81	45	1	5	241	61	141	1.84e-14	70.5
TRINITY_DN178129_c0_g1_i1	YBDJ_ECOLI	100	57	0	0	68	238	1	57	1.35e-31	108
TRINITY_DN178192_c0_g1_i1	FPGT_HUMAN	32.6	242	116	4	672	22	297	516	3.20e-33	129
TRINITY_DN178132_c0_g1_i1	YIS2_SHISO	46.7	272	145	0	1271	456	1	272	1.57e-75	251
TRINITY_DN178126_c0_g1_i1	Y2575_MYCTO	44.8	58	32	0	10	183	231	288	9.86e-12	62.0
TRINITY_DN178121_c0_g1_i1	TRPE_PSESS	58.0	81	34	0	250	8	217	297	5.78e-27	105
TRINITY_DN178211_c0_g1_i1	Y1608_SYNY3	51.4	107	50	2	320	6	218	324	7.68e-31	116
TRINITY_DN178171_c0_g1_i1	DPPD_BACSU	48.5	167	85	1	521	24	35	201	6.88e-47	159
TRINITY_DN178131_c0_g1_i1	CAOYE_CHLAD	50.8	63	31	0	191	3	3	65	2.58e-15	72.0
TRINITY_DN178169_c0_g1_i1	MALG_ECO57	100	72	0	0	217	2	1	72	6.14e-41	138
TRINITY_DN190209_c0_g1_i1	MAZG_THEMA	40.9	110	61	2	332	3	138	243	2.33e-17	77.8
TRINITY_DN190152_c0_g1_i1	PPB_GADMO	63.8	69	25	0	50	256	34	102	7.60e-20	85.1
TRINITY_DN190192_c0_g1_i1	ARGB_ECO57	100	63	0	0	191	3	1	63	1.74e-36	126
TRINITY_DN190215_c0_g1_i1	FABI_ECO57	77.8	36	8	0	98	205	1	36	3.23e-10	56.6
TRINITY_DN176729_c0_g1_i1	YAIW_ECOLI	97.4	39	1	0	112	228	1	39	6.99e-16	73.2
TRINITY_DN176765_c0_g1_i1	IOLB_GEOTN	45.6	90	49	0	25	294	1	90	7.83e-19	81.3
TRINITY_DN185348_c0_g1_i1	SYPM_RAT	65.6	61	21	0	3	185	316	376	9.38e-21	89.4
TRINITY_DN185360_c0_g1_i1	TLR4_PINIB	28.0	186	120	6	118	660	116	292	4.03e-07	53.5
TRINITY_DN108789_c0_g1_i1	DPO3A_CAUVC	81.1	74	14	0	223	2	646	719	1.69e-31	117
TRINITY_DN108834_c0_g1_i1	FTSH_RICBR	53.8	80	37	0	247	8	420	499	1.82e-19	84.0
TRINITY_DN108844_c0_g1_i1	CYOB_HAEIN	44.9	69	38	0	214	8	154	222	3.56e-13	65.5
TRINITY_DN108812_c0_g1_i1	GSPD_XANCP	69.8	179	46	3	517	2	536	713	5.61e-73	236
TRINITY_DN108873_c0_g1_i1	BUTA_STAEQ	42.3	97	56	0	326	36	159	255	1.94e-17	77.8
TRINITY_DN187794_c0_g1_i1	SUBI_ECOLI	71.4	28	8	0	203	286	21	48	1.22e-07	50.8
TRINITY_DN187765_c0_g1_i1	THNS2_MOUSE	67.7	65	21	0	3	197	111	175	6.58e-24	95.5
TRINITY_DN182104_c0_g1_i1	DPPB_ECO57	100	75	0	0	1	225	265	339	1.44e-43	148
TRINITY_DN182097_c0_g1_i1	OPDA_ECOLI	100	119	0	0	358	2	370	488	4.79e-82	256
TRINITY_DN182067_c0_g1_i1	DTD1_HUMAN	58.5	106	43	1	3	320	37	141	9.39e-38	129
TRINITY_DN182087_c0_g1_i1	MANBA_CAPHI	63.6	77	26	1	2	232	323	397	2.95e-27	105
TRINITY_DN182037_c0_g1_i1	OPGD_ENT38	41.6	77	44	1	2	229	199	275	1.63e-15	72.4
TRINITY_DN192624_c0_g1_i1	CATJ_MOUSE	31.0	126	73	4	341	3	8	132	2.97e-07	50.8
TRINITY_DN192626_c0_g1_i1	AT133_MACFA	30.4	135	67	5	397	29	1083	1202	3.17e-11	62.8
TRINITY_DN192625_c0_g1_i1	COX2_ARATH	44.3	97	47	2	291	1	112	201	4.83e-17	76.3
